"","company_name","investor_name"
"3675","Casper","Lerer Hippeau Ventures"
"3676","Casper","New Enterprise Associates"
"3677","Casper","Norwest Venture Partners - NVP"
"3678","Casper","Pritzker Group Venture Capital"
"3679","Casper","QueensBridge Venture Partners"
"3680","Casper","Scooter Braun"
"3681","Casper","Slow Ventures"
"3682","Casper","SV Angel"
"3683","Casper","Tobey Maguire"
"3684","Casper","Vaizra Investments"
"3685","Caspian Impact Investments","Overseas Private Investment Corp"
"3686","Cassia Networks","Social Starts"
"3687","Cassia Networks","TEEC Angel Fund"
"3688","castAR by Technical Illusions","Playground Global"
"3689","Castle Biosciences","HealthQuest Capital"
"3690","Castle Biosciences","Industry Ventures"
"3691","Castle Biosciences","Silicon Valley Bank"
"3692","Catalia Health","Andra Keay"
"3693","Catalia Health","IDEO"
"3694","Catalia Health","John McPeake"
"3695","Catalia Health","Khosla Ventures"
"3696","Catalia Health","Silicon Valley Growth Syndicate"
"3697","Catalogic Software","Trinity Capital Investment"
"3698","Catawiki","Accel"
"3699","Catawiki","Fabrice Grinda"
"3700","Catawiki","Jose Marin"
"3701","Catawiki","Lead Edge Capital"
"3702","Catawiki","Project A Ventures"
"3703","Catchpoint Systems","Battery Ventures"
"3704","Catchpoint Systems","Silicon Valley Bank"
"3705","CatchThatBus","500 Startups"
"3706","CatchThatBus","Jungle Ventures"
"3707","Catfoxtail","Alston Gardner"
"3708","Catfoxtail","Bruce Boehm"
"3709","Catfoxtail","Robbie Allen"
"3710","Catfoxtail","Sovereign’s Capital"
"3711","Cato Networks","Steve Krausz"
"3712","Cato Networks","Theresia Gouw"
"3713","Catwalk15","Startupbootcamp"
"3714","Causemo","Accomplice"
"3715","Causemo","Furneaux Capital"
"3716","Causemo","Lars Albright"
"3717","Causemo","Michael Katz"
"3718","Causemo","Mike Weider"
"3719","Causemo","Park Vale Capital"
"3720","Causemo","Real Ventures"
"3721","Cava Grill","Invus"
"3722","Cava Grill","Revolution Growth"
"3723","Cava Grill","SWaN & Legend Venture Partners"
"3724","Cavendish Kinetics","Intel"
"3725","Cavendish Kinetics","Qualcomm Incorporated"
"3726","Cavendish Kinetics","TriQuint Semiconductor"
"3727","Cazena","Andreessen Horowitz"
"3728","Cazena","Formation 8"
"3729","Cazena","North Bridge Venture Partners & Growth Equity"
"3730","CB Insights","National Science Foundation"
"3731","CB Insights","RSTP"
"3732","CCP Games","New Enterprise Associates"
"3733","CCP Games","Novator"
"3734","CCRM","TA Associates"
"3735","CDL Warrior","Techstars"
"3736","Cedato","Ofer Zinger"
"3737","Cedato","Ohad Gliksman"
"3738","Celect","Activant Capital"
"3739","Celect","August Capital"
"3740","Celeno","83North"
"3741","Cell Guidance Systems Limited","SyndicateRoom"
"3742","Cell Mining","iVentures Asia Ltd"
"3743","Celladon","HBM Healthcare Investments AG"
"3744","Celladon","InterWest Partners"
"3745","Celladon","Monashee Capital Partners"
"3746","Celladon","Perceptive Advisors"
"3747","Celladon","RA Capital Management"
"3748","Celladon","Sabby Management"
"3749","Celladon","Sphera Global Healthcare Fund"
"3750","Celladon","Vivo Capital"
"3751","CellBreaker","500 Startups"
"3752","CellBreaker","Michael Olander"
"3753","Cellrox","Flint Capital"
"3754","Cellwize","Carmel Ventures"
"3755","Cellwize","Vintage Investment Partners"
"3756","Cellwize","Viola Credit"
"3757","Celtaxsys","Alliance Venture"
"3758","Celtaxsys","Domain Partners VIII"
"3759","Celtaxsys","Lumira Capital"
"3760","Celtaxsys","Masters Capital"
"3761","Celtaxsys","RMI Partners"
"3762","Celtx","Build Ventures"
"3763","Celtx","Mark Kennedy"
"3764","Celula Inc.","Oxford Finance Corporation"
"3765","Censio","Bain Capital Ventures"
"3766","Censio","General Catalyst Partners"
"3767","Censio","Lakestar"
"3768","CensorNet","Talis Capital"
"3769","Centro","FTV Capital"
"3770","Centro","Neuberger Berman Private Equity"
"3771","Century","Wayra"
"3772","CENX","BDC Capital Corporation"
"3773","CENX","Cross Creek Advisors"
"3774","CENX","DCM Ventures"
"3775","CENX","Ericsson Venture Partners"
"3776","CENX","Highland Capital Partners"
"3777","CENX","Mesirow Financial"
"3778","CENX","Mistral Venture Partners"
"3779","CENX","Verizon Ventures"
"3780","CENX","VMware"
"3781","CeQur","Arthurian Life Sciences"
"3782","CeQur","Endeavour Vision"
"3783","CeQur","Schroders Plc"
"3784","CeQur","VI Partners"
"3785","CeQur","Woodford Investment Management"
"3786","CeraCarbon","Startupbootcamp"
"3787","Cerapedics","GE Capital"
"3788","Cerapedics","Healthcare Financial Services"
"3789","Cerebrotech Medical Systems","Houston Angel Network"
"3790","Ceres Nanosciences","Bill & Melinda Gates Foundation"
"3791","Cerkl","OCEAN Accelerator"
"3792","Cermati","Beenos Plaza"
"3793","Cermati","East Ventures"
"3794","Cernostics","Ben Franklin Technology Partners of Northeast Pennsylvania"
"3795","Certified Security Solutions","Plymouth Ventures"
"3796","Cesanta","AIB Seed Capital Fund"
"3797","Cesanta","Enterprise Ireland"
"3798","Cesanta","Kevin Hartz"
"3799","Ceterix Orthopaedics","CRG"
"3800","CH2M Hill","Apollo Global Management, LLC"
"3801","Chaayos","Tiger Global Management"
"3802","Chai","Fresco Capital"
"3803","Chai","Jude Gomila"
"3804","Chai","Kevin Mahaffey"
"3805","Chai","Marc Bell Ventures"
"3806","Chai Point","DSG Consumer Partners"
"3807","Chai Point","Eight Roads Ventures"
"3808","Chai Point","Fidelity’s proprietary investment arm"
"3809","Chai Point","Saama Capital"
"3810","Chain","Blockchain Capital"
"3811","Chain","Capital One"
"3812","Chain","Citi Ventures"
"3813","Chain","Fiserv"
"3814","Chain","NASDAQ"
"3815","Chain","Orange"
"3816","Chain","Orange Digital Ventures"
"3817","Chain","Pantera Capital"
"3818","Chain","Visa"
"3819","Chakratec","ZZRunner"
"3820","Chalk","BDC Capital Corporation"
"3821","Chalk","John Baker"
"3822","Chalk","MaRS Investment Accelerator Fund"
"3823","Chalk","Ryan Holmes"
"3824","Chalk Digital","Composite Capital Partners"
"3825","Chalk Digital","Dale Okuno"
"3826","Chalk Digital","Kernal Capital"
"3827","Chalk Digital","Kernel Capital"
"3828","Chalk Digital","KLab Ventures"
"3829","Chalk Digital","Peter L. Corsell"
"3830","Chalk Digital","Ron Garret"
"3831","Chalk Digital","Tallwave Capital"
"3832","Challenger Mode","Jonas Nordlander"
"3833","Champio","Prosper"
"3834","ChangeX","Albert Wenger"
"3835","ChangeX","Bill McKiernan"
"3836","ChangeX","Brian Caulfield"
"3837","ChangeX","Dermot Desmond"
"3838","ChangeX","Jerry Greenfield"
"3839","ChangeX","John O'Farrell"
"3840","ChangeX","Mark Little"
"3841","ChangeX","Shay Garvey"
"3842","Channel","Sherpa Capital"
"3843","Channel Breeze","Altos Ventures"
"3844","Channel Control Merchants","KKR (Kohlberg Kravis Roberts & Co.)"
"3845","Channel Medsystems","Aperture Venture Partners"
"3846","Channel Medsystems","Boston Scientific"
"3847","Channel Medsystems","InCube Ventures"
"3848","Channel Medsystems","Longwood Founders Fund"
"3849","Channel Medsystems","Scientific Health Development Partners"
"3850","Channel Medsystems","Third Point Ventures"
"3851","Channel Partners Capital","Monroe Capital"
"3852","ChannelSight","ACT Venture Capital"
"3853","ChannelSight","Nauta Capital"
"3854","ChargeBee","Accel"
"3855","ChargeBee","Tiger Global Management"
"3856","ChargeItSpot","Brett Hurt"
"3857","ChargeItSpot","Gil Shulman"
"3858","ChargeItSpot","Robin Hood Ventures"
"3859","ChargeItSpot","SeedInvest"
"3860","ChargeItSpot","SoundBoard Angel Fund"
"3861","Chargifi","Brett Akker"
"3862","Chargifi","Intel Capital"
"3863","Chargifi","R/GA Ventures"
"3864","Chargifi","Techstars"
"3865","Chariot","China Rock Capital"
"3866","Chariot","Coyote Ridge Ventures"
"3867","Chariot","Joel Englander"
"3868","Chariot","Major League Baseball Ventures"
"3869","Chariot","Marc Bell Ventures"
"3870","Chariot","Maven Ventures Growth Labs"
"3871","Chariot","Sandy Kory"
"3872","Chariot","Scrum Ventures"
"3873","Chariot","Semil Shah"
"3874","Chariot","SoftTech VC"
"3875","Chariot","Tumml"
"3876","Chariot","Tyson Hendricksen"
"3877","Chariot","Wilson Sonsini Goodrich & Rosati"
"3878","Chariot","Winklevoss Capital"
"3879","Chariot","Y Combinator"
"3880","Chartbeat","Digital Garage"
"3881","Chartbeat","Draper Fisher Jurvetson (DFJ)"
"3882","Chartbeat","Harmony Partners"
"3883","Chartbeat","Index Ventures"
"3884","Chartbeat","Jason Calacanis"
"3885","Chartbeat","Jeff Clavier"
"3886","Chartboost","SharesPost Investment Management"
"3887","ChartMogul","Alexander Aghassipour"
"3888","ChartMogul","Matthew Romaine"
"3889","ChartMogul","Michael Hansen"
"3890","ChartMogul","Point Nine Capital"
"3891","ChartMogul","RTAventures"
"3892","ChartMogul","Tom James"
"3893","ChartSpan Medical Technologies","Don Byrne"
"3894","ChaseFuture","SOSV"
"3895","Chaser","AngelLab"
"3896","Chaser","Sussex Place Ventures"
"3897","Chatbooks","Kickstart Seed Fund"
"3898","Chatbooks","Peterson Ventures"
"3899","ChatGrape","Betaworks"
"3900","ChatID","Commerce Ventures"
"3901","ChatID","Costanoa Venture Capital"
"3902","Chattermill","Entrepreneur First"
"3903","ChatWork","GMO VenturePartners"
"3904","Check4cancer Ltd","SyndicateRoom"
"3905","Checkfront","David Arnsdorf"
"3906","Checkfront","Geordie Henderson"
"3907","Checkfront","Julien Sellgren"
"3908","Checkfront","Rasool Rayani"
"3909","Checkmarx","Insight Venture Partners"
"3910","Checkmate Pharmaceuticals","Sofinnova Ventures"
"3911","Checkmate Pharmaceuticals","venBio"
"3912","Checkster","Randstad Innovation Fund"
"3913","Cheddar Up","Foundry Group"
"3914","Cheerz","Serena Capital"
"3915","Chef","Battery Ventures"
"3916","Chef","Citi Ventures"
"3917","Chef","DFJ Growth"
"3918","Chef","Draper Fisher Jurvetson (DFJ)"
"3919","Chef","Ignition Partners"
"3920","Chef","Scale Venture Partners"
"3921","Chef's Basket","Haresh Chawla"
"3922","Chef's Basket","SAIF Partners"
"3923","Chef's Plate","BrandProject"
"3924","Chef's Plate","Emil Capital Partners"
"3925","Chefmarket.ru","AddVenture"
"3926","Chefmarket.ru","Sergey Ashin"
"3927","ChefsClub","Confrapar"
"3928","ChefsFeed","ARTIS Ventures"
"3929","ChefsFeed","Haas Portman"
"3930","ChefsFeed","Structure Capital"
"3931","ChefsFeed","Subtraction Capital"
"3932","Chelaile","Alibaba Group"
"3933","Chelaile","China Broadband Capital"
"3934","Chemayi","Keytone Ventures"
"3935","Chemayi","Morningside Group"
"3936","Chenavari Investment Managers","Dyal Capital Partners"
"3937","Chewse","Bobby Brannigan"
"3938","Chewse","Emanuel Stehle"
"3939","Chewse","Galvanize Ventures"
"3940","Chewse","Philippe Suchet"
"3941","Chewse","RiverPark Ventures"
"3942","Chewse","rocketship.vc"
"3943","Chewse","SGH CAPITAL"
"3944","Chewse","Telegraph Hill Capital"
"3945","Chewse","Tom Fallows"
"3946","Cheyipai","CITIC Capital Holdings"
"3947","Cheyipai","Matrix Partners China"
"3948","Cheyipai","Morningside Group"
"3949","Cheyipai","Renren Inc."
"3950","Cheyipai","Sequoia Capital"
"3951","Chiasma","Abingworth"
"3952","Chiasma","ARCH Venture Partners"
"3953","Chiasma","Blue Chip Venture Company"
"3954","Chiasma","F2 Ventures"
"3955","Chiasma","MPM Capital"
"3956","Chiasma","Rock Springs Capital"
"3957","Chiasma","Sofinnova Ventures"
"3958","Chic by Choice","Faber Ventures"
"3959","Chic by Choice","Portugal Ventures"
"3960","Chicken Salad Chick","Eagle Merchant Partners"
"3961","Chicory","Corigin Ventures"
"3962","Chicory","Entrepreneurs Roundtable Accelerator"
"3963","Chicory","Kernel Capital"
"3964","Chicory","Structure Capital"
"3965","ChicTypes","Clipperton Finance"
"3966","Chillr","Sequoia Capital"
"3967","Chimani","Maine Angels"
"3968","Chimani","Maine Technology Institute"
"3969","Chimani","Maine Venture Fund"
"3970","Chimani","Steve King"
"3971","Chime","Cowboy Ventures"
"3972","Chime","Kleiner Perkins Caufield & Byers"
"3973","Chime","Slow Ventures"
"3974","China Rapid Finance","Broadline Capital"
"3975","Chinac.com","Haitong International Securities Group"
"3976","ChinaNetCloud","Jolly Capital"
"3977","ChinaNetCloud","Juren Capital"
"3978","ChipCare","Maple Leaf Angels"
"3979","ChipCare","MaRS Innovation"
"3980","ChipCare","Puffin Partners"
"3981","Chirpify","Rogue Venture Partners"
"3982","Chobolabs","Brendan Wallace"
"3983","ChoiceStream","North Atlantic Capital"
"3984","Choosito","George Perlegos"
"3985","Choosito","NSF-funded"
"3986","CHOPCHOP","EuropeanPioneers"
"3987","Chope Group","DSG Consumer Partners"
"3988","Chope Group","F&H Fund Management"
"3989","Chope Group","Frontier Ventures"
"3990","Chope Group","John Wu"
"3991","Chope Group","NSI Ventures"
"3992","Chope Group","Singapore Press Holdings"
"3993","Chorafarma","Withfounders"
"3994","ChowNow","Upfront Ventures"
"3995","Christy Sports","Norwest Equity Partners (NEP)"
"3996","Chromatin","Illinois Ventures"
"3997","Chromatin","Wood Creek Capital Management"
"3998","Chrome River Technologies","Great Hill Partners"
"3999","CHRONEXT","Altus Capital Partners"
"4000","CHRONEXT","Capnamic Ventures"
"4001","CHRONEXT","Inventure Partners"
"4002","CHRONEXT","MGO Digital Ventures"
"4003","CHRONEXT","NRW.BANK"
"4004","CHRONEXT","Partech Ventures"
"4005","CHRONEXT","Playfair Capital"
"4006","Chronicled","Colbeck Capital"
"4007","Chronicled","Mandra Capital"
"4008","Chronicled","Pantera Capital"
"4009","Chronicled","Seattle Seahawks"
"4010","Chronicled","Social Starts"
"4011","Chronicles of Earth","Travel Startups Incubator"
"4012","Chrono Therapeutics","MedCity News"
"4013","Chrono Therapeutics","National Cancer Institute (NCI)"
"4014","Chrono Therapeutics","Rock Health"
"4015","Chrono24.com","Insight Venture Partners"
"4016","Chronos Mobile Technologies","Atlas Venture"
"4017","Chronos Mobile Technologies","China Growth Capital"
"4018","Chronos Mobile Technologies","Draper Associates"
"4019","Chronos Mobile Technologies","Major League Baseball Ventures"
"4020","Chronos Mobile Technologies","Maven Ventures Growth Labs"
"4021","Chronos Mobile Technologies","Orange"
"4022","Chronos Mobile Technologies","Plug & Play Ventures"
"4023","Chronos Mobile Technologies","Social Starts"
"4024","ChugaChaga","SOSV"
"4025","ChurchDesk","Mangrove Capital Partners"
"4026","CIAN Group","Elbrus Capital"
"4027","Cianna Medical","GE Capital"
"4028","Cidara Therapeutics","5AM Ventures"
"4029","Cidara Therapeutics","Aisling Capital"
"4030","Cidara Therapeutics","Caxton Alternative Management"
"4031","Cidara Therapeutics","Fidelity"
"4032","Cidara Therapeutics","Frazier Healthcare Partners"
"4033","Cidara Therapeutics","Perceptive Advisors"
"4034","Cidara Therapeutics","RA Capital Management"
"4035","Cidara Therapeutics","Rock Springs Capital"
"4036","Cidara Therapeutics","Sabby Capital"
"4037","Cidara Therapeutics","venBio"
"4038","Cie Digital Labs","Anderee Berengian"
"4039","cielo24","Christopher Toomey Trust"
"4040","cielo24","ff Venture Capital"
"4041","cielo24","Indicator Ventures"
"4042","cielo24","North Base Media"
"4043","cielo24","Pereg Ventures"
"4044","cielo24","Wavemaker Partners"
"4045","Cimagine Media","iVentures Asia Ltd"
"4046","Cinarra Systems","Almaz Capital"
"4047","Cinarra Systems","Siguler Guff & Company"
"4048","Cinarra Systems","SoftBank"
"4049","Cinemacraft","500 Startups"
"4050","Cinemacraft","Fierce Capital"
"4051","Cinemacraft","NTT DOCOMO Ventures"
"4052","Cinemacraft","Samsung Ventures"
"4053","Cinemacraft","Turner Broadcasting"
"4054","Cinemacraft","Tyra Banks"
"4055","Cinematique","Pumori Capital"
"4056","Cinq Music","GoDigital Media Group"
"4057","Cintell","Venkat Janapareddy"
"4058","Cipher Surgical","SyndicateRoom"
"4059","Circle","Accel"
"4060","Circle","General Catalyst Partners"
"4061","Circle","Goldman Sachs"
"4062","Circle","Oak Investment Partners"
"4063","Circle","Pantera Capital"
"4064","Circle Medical","AltaIR Capital"
"4065","Circle Medical","Collaborative Fund"
"4066","Circle Medical","Jawed Karim"
"4067","Circle Medical","Kima Ventures"
"4068","Circle Medical","Paul Buchheit"
"4069","Circle Medical","Social Starts"
"4070","Circle Medical","Tencent"
"4071","CircleBack","CNF Investments, LLC"
"4072","CircleBack","Grotech Ventures"
"4073","CircleBack","Syncom Venture Partners"
"4074","CircleBack","TDF Ventures"
"4075","CircleBack Lending","Pine River Capital Management"
"4076","CircleUp","Canaan Partners"
"4077","CircleUp","Collaborative Fund"
"4078","CircleUp","John Powers"
"4079","CircleUp","Jon Winkelried"
"4080","CircleUp","Jung-Ju (Jay) Kim"
"4081","CircleUp","Maveron"
"4082","CircleUp","Nigel Morris"
"4083","CircleUp","QED Investors"
"4084","CircleUp","Rose Park Advisors"
"4085","CircleUp","Tom Glocer"
"4086","CircleUp","Union Square Ventures"
"4087","Cisiv","Parkwalk Advisors Ltd"
"4088","Citelighter",NA
"4089","Citelighter","Baltimore Angels"
"4090","Citelighter","Blue Ventures"
"4091","Citelighter","Gulf Ventures"
"4092","Citelighter","Maryland Venture Fund"
"4093","Citelighter","New York Angels"
"4094","Citelighter","Propel Baltimore Fund"
"4095","CitizenShipper","Marvel Venture Partners"
"4096","Citrus Payment","Ascent Capital"
"4097","Citrus Payment","econtext Asia and Beenos Asia"
"4098","Citrus Payment","Sequoia Capital"
"4099","Citus Data","Data Collective"
"4100","Citus Data","Khosla Ventures"
"4101","Citus Data","Vaizra Investments"
"4102","City Dining Cards","Rand Capital"
"4103","City Wide Towing & Recovery Service","Signal Hill Equity Partners"
"4104","CityFALCON","Microsoft Ventures"
"4105","Cityflo","IDG Ventures India"
"4106","Citygoo","Pentalabbs"
"4107","Citymaps","Acadia Woods Partners"
"4108","Citymaps","Coatue Management"
"4109","Citymaps","Nokia Growth Partners"
"4110","Civil Maps","Abhishek Arora"
"4111","Civil Maps","China Rock Capital"
"4112","Civil Maps","CLI Ventures"
"4113","Civil Maps","FOUNDER.org"
"4114","Civil Maps","Joseph Hlady"
"4115","Civil Maps","Motus Ventures"
"4116","Civil Maps","Ronjon Nag"
"4117","Civil Maps","The Stanford StartX Fund"
"4118","Civil Maps","VGO Ventures"
"4119","Civilware Service Corporation","Geoff Rowley"
"4120","Civilware Service Corporation","Justin Dionisio"
"4121","Civitas Learning","Austin Ventures"
"4122","Civitas Learning","Emergence Capital Partners"
"4123","Civitas Learning","Felicis Ventures"
"4124","Civitas Learning","Gera Venture Capital"
"4125","Civitas Learning","Rethink Education"
"4126","Civitas Learning","SJF Ventures"
"4127","Civitas Learning","Warburg Pincus"
"4128","Civitfun","Jaime Cavero Gandarias"
"4129","Civocracy","Startupbootcamp"
"4130","Claim Di","500 Startups"
